id,source,img_path,0,1,2,3,4,5
1766,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001667.png, Yes , No , No , No , No , No 
1767,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001668.png, Yes , No , No , No , No , No 
1768,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001669.png, Yes , No , No , No , No , No 
1769,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001670.png, Yes , No , No , No , No , No 
1770,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001671.png, Yes , No , No , No , No , No 
1771,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001672.png, Yes , No , No , No , No , No 
1772,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001673.png, Yes , No , No , No , No , No 
1773,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001674.png, Yes , No , No , No , No , No 
1774,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001675.png, Yes , No , No , Yes , Yes , No 
1775,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001676.png, Yes , No , No , No , No , No 
1776,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001677.png, Yes , No , No , Yes , No , No 
1777,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001678.png, Yes , No , No , Yes , No , No 
1778,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001679.png, Yes , No , No , Yes , No , No 
1779,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001680.png, Yes , No , No , No , No , No 
1780,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001681.png, Yes , No , No , No , No , No 
1781,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001682.png, Yes , No , No , Yes , No , No 
1782,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001683.png, Yes , No , No , Yes , No , No 
1783,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001684.png, Yes , No , No , No , No , No 
1784,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001685.png, Yes , No , No , No , No , No 
1785,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001686.png, Yes , No , No , No , No , No 
1786,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001687.png, Yes , No , No , No , No , No 
1787,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001688.png, Yes , No , No , Yes , No , No 
1788,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001689.png, Yes , No , No , No , No , No 
1789,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001690.png, Yes , No , No , No , No , No 
1790,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001691.png, Yes , No , No , No , No , No 
1791,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001692.png, Yes , No , No , Yes , No , No 
1792,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001693.png, Yes , No , Yes , No , No , No 
1793,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001694.png, Yes , No , No , No , No , No 
1794,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001695.png, Yes , No , No , Yes , Yes , No 
1795,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001696.png, Yes , No , No , Yes , No , No 
1796,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001697.png, Yes , No , Yes , No , No , No 
1797,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001698.png, Yes , No , No , No , No , No 
1798,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001699.png, Yes , No , No , Yes , No , No 
1799,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001700.png, Yes , No , No , No , No , No 
1800,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001701.png, Yes , No , No , No , No , No 
1801,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001702.png, Yes , No , No , No , No , No 
1802,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001703.png, Yes , No , No , No , No , No 
1803,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001704.png, Yes , No , No , Yes , No , No 
1804,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001705.png, Yes , No , No , No , No , No 
1805,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001706.png, Yes , No , No , No , No , No 
1806,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001707.png, Yes , No , No , Yes , Yes , No 
1807,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001708.png, Yes , No , No , No , No , No 
1808,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001709.png, Yes , No , No , No , No , No 
1809,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001710.png, Yes , No , No , No , No , No 
1810,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001711.png, Yes , No , No , No , No , No 
1811,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001712.png, Yes , No , No , No , No , No 
1812,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001713.png, Yes , No , No , No , No , No 
1813,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001714.png, Yes , No , No , No , No , No 
1814,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001715.png, Yes , No , No , No , No , No 
1815,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001716.png, Yes , No , No , Yes , No , No 
1816,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001717.png, Yes , No , No , No , No , No 
1817,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001718.png, Yes , No , No , No , No , No 
1818,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001719.png, Yes , No , No , No , No , No 
1819,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001720.png, Yes , No , No , No , No , No 
1820,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001721.png, Yes , No , No , No , No , No 
1821,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001722.png, Yes , No , No , No , No , No 
1822,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001723.png, Yes , No , No , Yes , No , No 
1823,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001724.png, Yes , No , No , No , No , No 
1824,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001725.png, Yes , No , No , Yes , Yes , No 
1825,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001726.png, Yes , No , No , No , No , No 
1826,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001727.png, Yes , No , No , Yes , No , No 
1827,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001728.png, Yes , No , No , No , No , No 
1828,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001729.png, Yes , No , No , No , No , No 
1829,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001730.png, Yes , No , No , Yes , No , No 
1830,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001731.png, Yes , No , Yes , Yes , No , No 
1831,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001732.png, Yes , No , No , No , No , No 
1832,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001733.png, Yes , No , No , No , No , No 
1833,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001734.png, Yes , No , No , Yes , No , No 
1834,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001735.png, Yes , No , No , No , No , No 
1835,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001736.png, Yes , No , No , No , No , No 
1836,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001737.png, Yes , No , No , Yes , No , No 
1837,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001738.png, Yes , No , No , Yes , Yes , No 
1838,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001739.png, Yes , No , No , No , No , No 
1839,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001740.png, Yes , No , No , No , No , No 
1840,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001741.png, Yes , No , No , Yes , No , No 
1841,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001742.png, Yes , No , No , No , No , No 
1842,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001743.png, Yes , No , No , Yes , Yes , No 
1843,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001744.png, Yes , No , No , No , No , No 
1844,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001745.png, Yes , No , No , Yes , No , No 
1845,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001746.png, Yes , No , No , No , No , No 
1846,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001747.png, Yes , No , No , No , No , No 
1847,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001748.png, Yes , No , No , No , No , No 
1848,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001749.png, Yes , No , No , No , No , No 
1849,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001750.png, Yes , No , No , No , No , No 
1850,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001751.png, Yes , No , No , No , No , No 
1851,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001752.png, Yes , No , No , Yes , No , No 
1852,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001753.png, Yes , No , No , No , No , No 
1853,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001754.png, Yes , No , No , No , No , No 
1854,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001755.png, Yes , No , No , Yes , No , No 
1855,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001756.png, Yes , No , No , No , No , No 
1856,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001757.png, Yes , No , No , Yes , No , No 
1857,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001758.png, Yes , No , No , No , No , No 
1858,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001759.png, Yes , No , No , Yes , Yes , No 
1859,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001760.png, Yes , No , No , No , No , No 
1860,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001761.png, Yes , No , No , No , No , No 
1861,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001762.png, Yes , No , No , No , No , No 
1862,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001763.png, Yes , No , No , No , No , No 
1863,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001764.png, Yes , No , No , No , No , No 
1864,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001765.png, Yes , No , No , No , Yes , No 
1865,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001766.png, Yes , No , Yes , No , No , No 
1866,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001767.png, Yes , No , No , Yes , No , No 
1867,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001768.png, Yes , No , No , No , No , No 
1868,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001769.png, Yes , No , No , No , No , No 
1869,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001770.png, Yes , No , No , Yes , No , No 
1870,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001771.png, Yes , No , No , No , No , No 
1871,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001772.png, Yes , No , No , No , No , No 
1872,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001773.png, Yes , No , No , No , No , No 
1873,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001774.png, Yes , No , No , No , No , No 
1874,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001775.png, Yes , No , No , Yes , No , No 
1875,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001776.png, Yes , No , No , No , No , No 
1876,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001777.png, Yes , No , No , No , No , No 
1877,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001778.png, Yes , No , No , Yes , No , No 
1878,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001779.png, Yes , No , No , Yes , Yes , No 
1879,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001780.png, Yes , No , No , No , No , No 
1880,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001781.png, Yes , No , No , Yes , Yes , No 
1881,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001782.png, Yes , No , No , No , No , No 
1882,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001783.png, Yes , No , No , No , No , No 
1883,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001784.png, Yes , No , No , Yes , No , No 
1884,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001785.png, Yes , No , No , Yes , No , No 
1885,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001786.png, Yes , No , No , No , No , No 
1886,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001787.png, Yes , No , No , No , No , No 
1887,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001788.png, Yes , No , No , No , No , No 
1888,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001789.png, Yes , No , No , No , No , No 
1889,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001790.png, Yes , No , No , No , No , No 
1890,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001791.png, Yes , No , No , No , No , No 
1891,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001792.png, Yes , No , No , No , No , No 
1892,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001793.png, Yes , No , No , Yes , No , No 
1893,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001794.png, Yes , No , No , No , No , No 
1894,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001795.png, Yes , No , No , No , No , No 
1895,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001796.png, Yes , No , No , No , No , No 
1896,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001797.png, Yes , No , No , No , No , No 
1897,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001798.png, Yes , No , No , No , No , No 
1898,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001799.png, Yes , No , No , No , No , No 
1899,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001800.png, Yes , No , No , No , No , No 
1900,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001801.png, Yes , No , No , No , No , No 
1901,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001802.png, Yes , No , No , No , No , No 
1902,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001803.png, Yes , No , No , No , No , No 
1903,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001804.png, Yes , No , No , No , No , No 
1904,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001805.png, Yes , No , No , Yes , No , No 
1905,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001806.png, Yes , No , No , No , No , No 
1906,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001807.png, Yes , No , No , No , No , No 
1907,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001808.png, Yes , No , No , No , No , No 
1908,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001809.png, Yes , No , Yes , No , No , No 
1909,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001810.png, Yes , No , No , Yes , Yes , No 
1910,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001811.png, Yes , No , No , No , No , No 
1911,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001812.png, Yes , No , No , No , No , No 
1912,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001813.png, Yes , No , No , Yes , No , No 
1913,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001814.png, Yes , No , No , No , No , No 
1914,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001815.png, Yes , No , No , No , No , No 
1915,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001816.png, Yes , No , No , No , No , No 
1916,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001817.png, Yes , No , No , No , No , No 
1917,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001818.png, Yes , No , No , Yes , Yes , No 
1918,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001819.png, Yes , No , No , No , No , No 
1919,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001820.png, Yes , No , No , No , No , No 
1920,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001821.png, Yes , No , No , Yes , No , No 
1921,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001822.png, Yes , No , No , Yes , No , No 
1922,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001823.png, Yes , No , No , Yes , No , No 
1923,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001824.png, Yes , No , No , No , No , No 
1924,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001825.png, Yes , No , No , No , No , No 
1925,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001826.png, Yes , No , No , No , No , No 
1926,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001827.png, Yes , No , No , No , No , No 
1927,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001828.png, Yes , No , No , No , No , No 
1928,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001829.png, Yes , No , No , No , No , No 
1929,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001830.png, Yes , No , No , Yes , No , No 
1930,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001831.png, Yes , No , No , No , No , No 
1931,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001832.png, Yes , No , No , No , No , No 
1932,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001833.png, Yes , No , No , No , No , No 
1933,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001834.png, Yes , No , No , No , No , No 
1934,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001835.png, Yes , No , No , No , No , No 
1935,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001836.png, Yes , No , No , No , No , No 
1936,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001837.png, Yes , No , No , No , No , No 
1937,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001838.png, Yes , No , No , No , No , No 
1938,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001839.png, Yes , No , No , No , No , No 
1939,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001840.png, Yes , No , No , Yes , Yes , No 
1940,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001841.png, Yes , No , No , Yes , No , No 
1941,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001842.png, Yes , No , No , Yes , No , No 
1942,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001843.png, Yes , No , No , No , No , No 
1943,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001844.png, Yes , No , No , No , No , No 
1944,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001845.png, Yes , No , No , No , No , No 
1945,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001846.png, Yes , No , No , Yes , No , No 
1946,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001847.png, Yes , No , No , No , No , No 
1947,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001848.png, Yes , No , No , Yes , No , No 
1948,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001849.png, Yes , No , No , Yes , Yes , No 
1949,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001850.png, Yes , No , No , No , No , No 
1950,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001851.png, Yes , No , No , No , No , No 
1951,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001852.png, Yes , No , No , Yes , Yes , No 
1952,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001853.png, Yes , No , No , No , No , No 
1953,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001854.png, Yes , No , No , Yes , No , No 
1954,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001855.png, Yes , No , No , No , No , No 
1955,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001856.png, Yes , No , No , Yes , Yes , No 
1956,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001857.png, Yes , No , No , Yes , No , No 
1957,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001858.png, Yes , No , No , No , No , No 
1958,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001859.png, Yes , No , No , Yes , No , No 
1959,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001860.png, Yes , No , No , No , No , No 
1960,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001861.png, Yes , No , No , No , No , No 
1961,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001862.png, Yes , No , No , No , No , No 
1962,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001863.png, Yes , No , No , Yes , No , No 
1963,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001864.png, Yes , No , No , Yes , No , No 
1964,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001865.png, Yes , No , No , Yes , No , No 
1965,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001866.png, Yes , No , No , No , No , No 
1966,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001867.png, Yes , No , No , No , No , No 
1967,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001868.png, Yes , No , No , No , No , No 
1968,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001869.png, Yes , No , No , Yes , No , No 
1969,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001870.png, Yes , No , No , No , No , No 
1970,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001871.png, Yes , No , No , Yes , Yes , No 
1971,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001872.png, Yes , No , No , No , No , No 
1972,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001873.png, Yes , No , No , Yes , No , No 
1973,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001874.png, Yes , No , No , Yes , No , No 
1974,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001875.png, Yes , No , No , Yes , No , No 
1975,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001876.png, Yes , No , No , No , No , No 
1976,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001877.png, Yes , No , No , No , No , No 
1977,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001878.png, Yes , No , No , No , No , No 
1978,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001879.png, Yes , No , No , No , No , No 
1979,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001880.png, Yes , No , No , No , No , No 
1980,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001881.png, Yes , No , No , Yes , No , No 
1981,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001882.png, Yes , No , No , No , No , No 
1982,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001883.png, Yes , No , No , No , No , No 
1983,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001884.png, Yes , No , No , No , No , No 
1984,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001885.png, Yes , No , No , No , No , No 
1985,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001886.png, Yes , No , No , Yes , No , No 
1986,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001887.png, Yes , No , No , No , No , No 
1987,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001888.png, Yes , No , No , Yes , No , No 
1988,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001889.png, Yes , No , No , No , No , No 
1989,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001890.png, Yes , No , No , No , No , No 
1990,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001891.png, Yes , No , No , No , No , No 
1991,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001892.png, Yes , No , No , Yes , No , No 
1992,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001893.png, Yes , No , No , No , No , No 
1993,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001894.png, Yes , No , No , No , No , No 
1994,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001895.png, Yes , No , No , No , No , No 
1995,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001896.png, Yes , No , No , Yes , No , No 
1996,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001897.png, Yes , No , No , Yes , Yes , No 
1997,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001898.png, Yes , No , No , No , No , No 
1998,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001899.png, Yes , No , No , Yes , Yes , No 
1999,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001900.png, Yes , No , No , No , No , No 
2000,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001901.png, Yes , No , No , No , No , No 
2001,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001902.png, Yes , No , No , No , No , No 
2002,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001903.png, Yes , Yes , No , No , No , No 
2003,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001904.png, Yes , No , No , No , No , No 
2004,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001905.png, Yes , No , No , No , No , No 
2005,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001906.png, Yes , No , No , No , No , No 
2006,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001907.png, Yes , No , No , No , No , No 
2007,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001908.png, Yes , No , No , No , No , No 
2008,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001909.png, Yes , No , No , No , No , No 
2009,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001910.png, Yes , No , No , Yes , Yes , No 
2010,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001911.png, Yes , No , No , No , No , No 
2011,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001912.png, Yes , No , No , No , No , No 
2012,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001913.png, Yes , No , No , Yes , Yes , No 
2013,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001914.png, Yes , No , No , Yes , No , No 
2014,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001915.png, Yes , No , No , No , No , No 
2015,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001916.png, Yes , No , No , Yes , Yes , No 
2016,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001917.png, Yes , No , No , Yes , Yes , No 
2017,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001918.png, Yes , No , No , Yes , No , No 
2018,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001919.png, Yes , No , No , No , No , No 
2019,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001920.png, Yes , No , No , Yes , Yes , No 
2020,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001921.png, Yes , No , No , No , No , No 
2021,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001922.png, Yes , No , No , No , No , No 
2022,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001923.png, Yes , No , No , Yes , No , No 
2023,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001924.png, Yes , No , No , No , No , No 
2024,Flickr2K,collocation-mturk/data_preprocessed/Flickr2K/001925.png, Yes , No , No , No , No , No 
